feature,subgroup,n,mean_actual,mean_pred,mae,mape,signed_bias
LSTAT,Low,34,28.744117647058825,28.259191176470583,1.8616029411764718,6.452167422592667,-0.4849264705882375
LSTAT,Medium,34,21.14117647058824,21.26829411764705,2.2261470588235275,10.980616784301398,0.1271176470588158
LSTAT,High,34,14.579411764705881,14.565014705882351,2.0387499999999963,16.040364622950086,-0.014397058823531228
B,Low,34,19.014705882352942,18.249147058823525,2.4770882352941133,15.129820703555218,-0.7655588235294131
B,Medium,34,24.479411764705883,24.3480294117647,1.5406470588235317,6.736889190263934,-0.13138235294118264
B,High,34,20.970588235294116,21.49532352941176,2.1087647058823507,11.606438936024995,0.5247352941176427
CRIM,Low,34,26.48235294117647,26.277647058823522,1.76679411764706,6.817881650839908,-0.20470588235294981
CRIM,Medium,34,21.055882352941175,21.277970588235295,1.7409117647058783,10.338509432754728,0.2220882352941176
CRIM,High,34,16.926470588235297,16.536882352941177,2.6187941176470573,16.316757746249515,-0.38958823529412073
